Date,Day,Open,High,Low,Close,Change,Range,Type
2018-12-24,Monday,1255.98,1270.06,1255.98,1269.03,13.05,14.08,bullish
2018-12-21,Friday,1259.96,1262.83,1254.01,1255.98,-3.97,8.82,bearish
2018-12-20,Thursday,1243.05,1266.56,1242.79,1259.96,16.91,23.77,bullish
2018-12-19,Wednesday,1249.39,1258.09,1241.85,1243.05,-6.35,16.24,bearish
2018-12-18,Tuesday,1245.96,1250.48,1245.17,1249.39,3.43,5.31,bullish
2018-12-17,Monday,1238.59,1248.2,1235.87,1245.96,7.37,12.34,bullish
2018-12-14,Friday,1241.94,1243.08,1233,1238.59,-3.35,10.08,bearish
2018-12-13,Thursday,1245.76,1246.85,1240.18,1241.94,-3.82,6.67,bearish
2018-12-12,Wednesday,1243.06,1247.24,1242.09,1245.76,2.7,5.15,bullish
2018-12-11,Tuesday,1244.43,1249.58,1241.09,1243.06,-1.36,8.48,bearish
2018-12-10,Monday,1248.08,1251.28,1241.64,1244.43,-3.66,9.63,bearish
2018-12-07,Friday,1237.92,1250.08,1237.38,1248.08,10.17,12.7,bullish
2018-12-06,Thursday,1237.03,1244.36,1234.79,1237.92,0.88,9.57,bullish
2018-12-05,Wednesday,1238.63,1239.44,1233.42,1237.03,-1.59,6.03,bearish
2018-12-04,Tuesday,1230.69,1242.04,1230.53,1238.63,7.94,11.51,bullish
2018-12-03,Monday,1222.03,1235.07,1221.38,1230.69,8.66,13.69,bullish
2018-11-30,Friday,1224.36,1225.56,1216.75,1222.03,-2.33,8.81,bearish
2018-11-29,Thursday,1220.96,1229.09,1220.56,1224.36,3.4,8.53,bullish
2018-11-28,Wednesday,1215.03,1226.39,1211.28,1220.96,5.93,15.11,bullish
2018-11-27,Tuesday,1222.95,1225.37,1211.98,1215.03,-7.92,13.39,bearish
2018-11-26,Monday,1223.15,1228.15,1221.82,1222.95,-0.2,6.33,bearish
2018-11-23,Friday,1227.48,1228.7,1220.38,1223.15,-4.33,8.32,bearish
2018-11-22,Thursday,1226.05,1229.18,1225,1227.48,1.43,4.18,bullish
2018-11-21,Wednesday,1221.62,1230,1219.87,1226.05,4.44,10.14,bullish
2018-11-20,Tuesday,1224.06,1228.88,1219.96,1221.62,-2.44,8.92,bearish
2018-11-19,Monday,1221.81,1225.3,1218.1,1224.06,2.25,7.2,bullish
2018-11-16,Friday,1213.43,1225.36,1213.27,1221.81,8.38,12.1,bullish
2018-11-15,Thursday,1211.12,1216.58,1207.68,1213.43,2.31,8.9,bullish
2018-11-14,Wednesday,1202.15,1216.68,1197.76,1211.12,8.98,18.92,bullish
2018-11-13,Tuesday,1200.63,1205.31,1196.44,1202.15,1.52,8.87,bullish
2018-11-12,Monday,1209.83,1211.6,1200.19,1200.63,-9.21,11.42,bearish
2018-11-09,Friday,1223.46,1223.83,1206.73,1209.83,-13.62,17.09,bearish
2018-11-08,Thursday,1226.66,1227.31,1220.28,1223.46,-3.21,7.03,bearish
2018-11-07,Wednesday,1227.13,1236.91,1223.04,1226.66,-0.47,13.87,bearish
2018-11-06,Tuesday,1231.82,1235.96,1223.53,1227.13,-4.69,12.42,bearish
2018-11-05,Monday,1233.05,1235.17,1226.92,1231.82,-1.23,8.25,bearish
2018-11-02,Friday,1233.28,1236.52,1229.84,1233.05,-0.23,6.69,bearish
2018-11-01,Thursday,1214.65,1237.5,1214.65,1233.28,18.63,22.85,bullish
2018-10-31,Wednesday,1223.11,1223.41,1212,1214.65,-8.46,11.4,bearish
2018-10-30,Tuesday,1229.52,1230.73,1219.92,1223.11,-6.41,10.81,bearish
2018-10-29,Monday,1233.9,1235.47,1224.43,1229.52,-4.38,11.04,bearish
2018-10-26,Friday,1232.11,1243.47,1230.16,1233.9,1.8,13.31,bullish
2018-10-25,Thursday,1234.08,1239.27,1228.13,1232.11,-1.97,11.13,bearish
2018-10-24,Wednesday,1230.31,1234.87,1225.72,1234.08,3.77,9.15,bullish
2018-10-23,Tuesday,1222.02,1239.81,1221.75,1230.31,8.29,18.05,bullish
2018-10-22,Monday,1226.68,1229.63,1220.14,1222.02,-4.66,9.49,bearish
2018-10-19,Friday,1226.13,1230.86,1223.11,1226.68,0.55,7.75,bullish
2018-10-18,Thursday,1222.48,1230.26,1218.74,1226.13,3.65,11.52,bullish
2018-10-17,Wednesday,1224.92,1229.56,1220.67,1222.48,-2.44,8.89,bearish
2018-10-16,Tuesday,1227,1232.54,1223.51,1224.92,-2.08,9.03,bearish
2018-10-15,Monday,1217.62,1233.29,1216.99,1227,9.38,16.3,bullish
2018-10-12,Friday,1224.23,1224.26,1215.9,1217.62,-6.62,8.36,bearish
2018-10-11,Thursday,1194.6,1226.4,1191.37,1224.23,29.64,35.03,bullish
2018-10-10,Wednesday,1189.74,1195.09,1185.38,1194.6,4.86,9.72,bullish
2018-10-09,Tuesday,1188.1,1191.98,1183.38,1189.74,1.65,8.6,bullish
2018-10-08,Monday,1203.78,1204.19,1182.9,1188.1,-15.68,21.29,bearish
2018-10-05,Friday,1199.94,1205.87,1197.3,1203.78,3.84,8.57,bullish
2018-10-04,Thursday,1197.65,1206.81,1196.02,1199.94,2.29,10.79,bullish
2018-10-03,Wednesday,1203.1,1208.41,1196.67,1197.65,-5.46,11.73,bearish
2018-10-02,Tuesday,1188.72,1208.3,1188.59,1203.1,14.38,19.7,bullish
2018-10-01,Monday,1191.82,1192.59,1184.62,1188.72,-3.1,7.97,bearish
2018-09-28,Friday,1182.91,1194.01,1180.77,1191.82,8.91,13.24,bullish
2018-09-27,Thursday,1194.52,1198.66,1181.91,1182.91,-11.61,16.76,bearish
2018-09-26,Wednesday,1201.09,1202.58,1190.59,1194.52,-6.57,11.99,bearish
2018-09-25,Tuesday,1198.94,1203.41,1197.2,1201.09,2.15,6.21,bullish
2018-09-24,Monday,1198.72,1204.23,1194.46,1198.94,0.22,9.77,bullish
2018-09-21,Friday,1207.16,1211.15,1192.02,1198.72,-8.44,19.13,bearish
2018-09-20,Thursday,1204.05,1208.5,1201.34,1207.16,3.11,7.15,bullish
2018-09-19,Wednesday,1198.51,1206.25,1197.74,1204.05,5.54,8.5,bullish
2018-09-18,Tuesday,1201.3,1203.63,1195.9,1198.51,-2.79,7.73,bearish
2018-09-17,Monday,1194.06,1204.92,1192.89,1201.3,7.24,12.03,bullish
2018-09-14,Friday,1201.53,1208.65,1192.94,1194.06,-7.47,15.71,bearish
2018-09-13,Thursday,1206.15,1212.75,1200.15,1201.53,-4.62,12.6,bearish
2018-09-12,Wednesday,1198.47,1208.54,1192.73,1206.15,7.68,15.81,bullish
2018-09-11,Tuesday,1195.8,1199.46,1187.82,1198.47,2.67,11.64,bullish
2018-09-10,Monday,1196.55,1198.62,1191.64,1195.8,-0.75,6.98,bearish
2018-09-07,Friday,1200.25,1203.57,1193.53,1196.55,-3.7,10.05,bearish
2018-09-06,Thursday,1195.96,1207.08,1195.67,1200.25,4.29,11.41,bullish
2018-09-05,Wednesday,1191.41,1198.55,1190.92,1195.96,4.55,7.63,bullish
2018-09-04,Tuesday,1201.39,1202.32,1189.69,1191.41,-9.98,12.63,bearish
2018-09-03,Monday,1201.06,1203.95,1195.73,1201.39,0.33,8.22,bullish
2018-08-31,Friday,1200.09,1208.95,1198.25,1201.06,0.97,10.7,bullish
2018-08-30,Thursday,1206.69,1207.96,1195.95,1200.09,-6.61,12.02,bearish
2018-08-29,Wednesday,1201.05,1207.37,1200.89,1206.69,5.65,6.48,bullish
2018-08-28,Tuesday,1211.29,1214.41,1199.69,1201.05,-10.24,14.72,bearish
2018-08-27,Monday,1205.78,1212.45,1203.21,1211.29,5.51,9.24,bullish
2018-08-24,Friday,1185.28,1208.71,1183.15,1205.78,20.5,25.56,bullish
2018-08-23,Thursday,1195.95,1196.76,1183.86,1185.28,-10.67,12.9,bearish
2018-08-22,Wednesday,1195.83,1201.71,1192.66,1195.95,0.12,9.06,bullish
2018-08-21,Tuesday,1190.59,1197.06,1187.71,1195.83,5.24,9.34,bullish
2018-08-20,Monday,1184.68,1190.92,1182.9,1190.59,5.91,8.03,bullish
2018-08-17,Friday,1174.27,1185.23,1171.92,1184.68,10.41,13.31,bullish
2018-08-16,Thursday,1174.95,1182.19,1160.32,1174.27,-0.68,21.86,bearish
2018-08-15,Wednesday,1194.11,1194.75,1173.1,1174.95,-19.16,21.65,bearish
2018-08-14,Tuesday,1193.8,1198.79,1191.98,1194.11,0.31,6.81,bullish
2018-08-13,Monday,1212.02,1213.98,1191.57,1193.8,-18.21,22.41,bearish
2018-08-10,Friday,1212.33,1217.19,1205.78,1212.02,-0.31,11.41,bearish
2018-08-09,Thursday,1213.69,1217.4,1210.83,1212.33,-1.35,6.57,bearish
2018-08-08,Wednesday,1211.03,1215.96,1206.54,1213.69,2.65,9.42,bullish
2018-08-07,Tuesday,1207.36,1216.24,1207.36,1211.03,3.67,8.88,bullish
2018-08-06,Monday,1213.88,1217.99,1206.46,1207.36,-6.52,11.53,bearish
2018-08-03,Friday,1207.94,1220.12,1204.53,1213.88,5.94,15.59,bullish
2018-08-02,Thursday,1216.03,1221.16,1207.21,1207.94,-8.09,13.95,bearish
2018-08-01,Wednesday,1223.82,1224.96,1215.86,1216.03,-7.79,9.11,bearish
2018-07-31,Tuesday,1221.6,1228.59,1214,1223.82,2.22,14.59,bullish
2018-07-30,Monday,1223.46,1225.13,1219.04,1221.6,-1.86,6.09,bearish
2018-07-27,Friday,1222.76,1227.48,1217.59,1223.46,0.7,9.89,bullish
2018-07-26,Thursday,1232.31,1235.3,1222.41,1222.76,-9.55,12.89,bearish
2018-07-25,Wednesday,1224.53,1234.22,1223.3,1232.31,7.78,10.93,bullish
2018-07-24,Tuesday,1224.76,1229.62,1218.19,1224.53,-0.23,11.43,bearish
2018-07-23,Monday,1231.21,1235.24,1222.34,1224.76,-6.45,12.9,bearish
2018-07-20,Friday,1223.22,1232.37,1215.64,1231.21,7.99,16.73,bullish
2018-07-19,Thursday,1227.54,1229.6,1211.52,1223.22,-4.32,18.08,bearish
2018-07-18,Wednesday,1227.8,1229.28,1221.09,1227.54,-0.26,8.19,bearish
2018-07-17,Tuesday,1241.07,1245.1,1226.17,1227.8,-13.27,18.93,bearish
2018-07-16,Monday,1241.68,1245.65,1238.37,1241.07,-0.61,7.28,bearish
2018-07-13,Friday,1247.04,1248.21,1236.52,1241.68,-5.36,11.69,bearish
2018-07-12,Thursday,1242.24,1248.63,1241.42,1247.04,4.8,7.21,bullish
2018-07-11,Wednesday,1255.71,1257.05,1241.61,1242.24,-13.48,15.44,bearish
2018-07-10,Tuesday,1257.88,1260.45,1247.36,1255.71,-2.16,13.09,bearish
2018-07-09,Monday,1255.26,1266.02,1255.01,1257.88,2.62,11.01,bullish
2018-07-06,Friday,1257.5,1259.58,1252.93,1255.26,-2.24,6.64,bearish
2018-07-05,Thursday,1256.91,1259.82,1251.38,1257.5,0.59,8.43,bullish
2018-07-04,Wednesday,1252.26,1261.18,1252.11,1256.91,4.65,9.07,bullish
2018-07-03,Tuesday,1242.04,1256.98,1238.02,1252.26,10.22,18.96,bullish
2018-07-02,Monday,1253.02,1254.33,1239.71,1242.04,-10.99,14.63,bearish
2018-06-29,Friday,1248.34,1255.67,1245.99,1253.02,4.68,9.68,bullish
2018-06-28,Thursday,1252.37,1254.32,1245.98,1248.34,-4.03,8.34,bearish
2018-06-27,Wednesday,1258.84,1260.18,1250.79,1252.37,-6.47,9.39,bearish
2018-06-26,Tuesday,1265.62,1267.8,1254.79,1258.84,-6.78,13.01,bearish
2018-06-25,Monday,1269.96,1272.7,1264.53,1265.62,-4.34,8.17,bearish
2018-06-22,Friday,1267.14,1271.18,1266.75,1269.96,2.82,4.43,bullish
2018-06-21,Thursday,1268.13,1270.23,1261.26,1267.14,-0.98,8.97,bearish
2018-06-20,Wednesday,1274.85,1276.51,1267.6,1268.13,-6.72,8.91,bearish
2018-06-19,Tuesday,1278.36,1284.1,1270.44,1274.85,-3.52,13.66,bearish
2018-06-18,Monday,1279.67,1282.46,1277.12,1278.36,-1.3,5.34,bearish
2018-06-15,Friday,1302.35,1303.25,1275.5,1279.67,-22.68,27.75,bearish
2018-06-14,Thursday,1299.55,1309.4,1297.58,1302.35,2.79,11.83,bullish
2018-06-13,Wednesday,1296.01,1301.26,1292.05,1299.55,3.55,9.21,bullish
2018-06-12,Tuesday,1300.19,1300.76,1292.9,1296.01,-4.18,7.86,bearish
2018-06-11,Monday,1299.23,1302.33,1294.21,1300.19,0.95,8.13,bullish
2018-06-08,Friday,1296.96,1300.59,1292.71,1299.23,2.27,7.88,bullish
2018-06-07,Thursday,1296.61,1303.33,1294.94,1296.96,0.35,8.38,bullish
2018-06-06,Wednesday,1296.03,1301.91,1293.9,1296.61,0.58,8.01,bullish
2018-06-05,Tuesday,1292.02,1300.63,1289.91,1296.03,4.01,10.72,bullish
2018-06-04,Monday,1293.67,1298.09,1290.31,1292.02,-1.65,7.78,bearish
2018-06-01,Friday,1298.45,1300.73,1289.57,1293.67,-4.78,11.16,bearish
2018-05-31,Thursday,1301.17,1306.91,1297.54,1298.45,-2.72,9.37,bearish
2018-05-30,Wednesday,1299.15,1304.41,1295.91,1301.17,2.02,8.49,bullish
2018-05-29,Tuesday,1298.14,1306.72,1292.89,1299.15,1.01,13.83,bullish
2018-05-28,Monday,1301.83,1301.83,1295.51,1298.14,-3.69,6.31,bearish
2018-05-25,Friday,1304.87,1307.89,1299.9,1301.83,-3.05,7.99,bearish
2018-05-24,Thursday,1293.51,1306.64,1292.84,1304.87,11.36,13.8,bullish
2018-05-23,Wednesday,1291.41,1299.01,1287.88,1293.51,2.1,11.13,bullish
2018-05-22,Tuesday,1292.69,1296.64,1287.95,1291.41,-1.28,8.69,bearish
2018-05-21,Monday,1292.6,1293.22,1282.03,1292.69,0.08,11.19,bullish
2018-05-18,Friday,1290.96,1294.28,1286.12,1292.6,1.64,8.16,bullish
2018-05-17,Thursday,1290.7,1294.47,1284.91,1290.96,0.27,9.56,bullish
2018-05-16,Wednesday,1290.98,1297.03,1286.38,1290.7,-0.29,10.65,bearish
2018-05-15,Tuesday,1313.55,1314.99,1288.71,1290.98,-22.57,26.28,bearish
2018-05-14,Monday,1318.57,1322.43,1313.01,1313.55,-5.02,9.42,bearish
2018-05-11,Friday,1321.31,1326.05,1317.65,1318.57,-2.74,8.4,bearish
2018-05-10,Thursday,1312.8,1323.19,1310.79,1321.31,8.51,12.4,bullish
2018-05-09,Wednesday,1314.51,1317.5,1304.33,1312.8,-1.71,13.17,bearish
2018-05-08,Tuesday,1314.3,1318.04,1306.16,1314.51,0.21,11.88,bullish
2018-05-07,Monday,1314.99,1319.17,1310.27,1314.3,-0.69,8.9,bearish
2018-05-04,Friday,1312.27,1315.74,1307.95,1314.99,2.73,7.8,bullish
2018-05-03,Thursday,1304.86,1318.18,1304.66,1312.27,7.41,13.52,bullish
2018-05-02,Wednesday,1304.09,1313.72,1303.96,1304.86,0.77,9.76,bullish
2018-05-01,Tuesday,1315.6,1316.37,1301.76,1304.09,-11.51,14.61,bearish
2018-04-30,Monday,1323.7,1325.03,1310.3,1315.6,-8.1,14.73,bearish
2018-04-27,Friday,1317.04,1325.29,1315.41,1323.7,6.66,9.88,bullish
2018-04-26,Thursday,1322.88,1326.72,1315.29,1317.04,-5.84,11.43,bearish
2018-04-25,Wednesday,1330.47,1332.13,1318.86,1322.88,-7.59,13.27,bearish
2018-04-24,Tuesday,1324.85,1332.78,1322.08,1330.47,5.62,10.7,bullish
2018-04-23,Monday,1336.15,1336.15,1322.18,1324.85,-11.31,13.97,bearish
2018-04-20,Friday,1345.74,1346.24,1335.01,1336.15,-9.59,11.24,bearish
2018-04-19,Thursday,1349.41,1354.76,1340.97,1345.74,-3.67,13.79,bearish
2018-04-18,Wednesday,1347.17,1355.81,1342.38,1349.41,2.24,13.43,bullish
2018-04-17,Tuesday,1345.89,1349.45,1337.71,1347.17,1.29,11.74,bullish
2018-04-16,Monday,1345.9,1350.59,1340.26,1345.89,-0.01,10.33,bearish
2018-04-13,Friday,1335.1,1347.29,1333.48,1345.9,10.8,13.81,bullish
2018-04-12,Thursday,1353.28,1353.28,1333.78,1335.1,-18.18,19.5,bearish
2018-04-11,Wednesday,1339.73,1365.37,1339.25,1353.28,13.55,26.12,bullish
2018-04-10,Tuesday,1336.3,1342.73,1331.09,1339.73,3.42,11.64,bullish
2018-04-09,Monday,1333.33,1338.1,1326.93,1336.3,2.97,11.17,bullish
2018-04-06,Friday,1326.65,1335.59,1320.08,1333.33,6.69,15.52,bullish
2018-04-05,Thursday,1333.38,1334.97,1322.84,1326.65,-6.73,12.13,bearish
2018-04-04,Wednesday,1332.76,1348.27,1331.56,1333.38,0.62,16.7,bullish
2018-04-03,Tuesday,1341.51,1342.56,1328.94,1332.76,-8.75,13.62,bearish
2018-04-02,Monday,1325.24,1344.99,1324.85,1341.51,16.27,20.14,bullish
2018-03-29,Thursday,1325.04,1328.39,1321.25,1325.24,0.2,7.14,bullish
2018-03-28,Wednesday,1345.09,1347.16,1323.51,1325.04,-20.05,23.65,bearish
2018-03-27,Tuesday,1353.78,1356.92,1339.93,1345.09,-8.69,16.99,bearish
2018-03-26,Monday,1348.01,1355.95,1343.55,1353.78,5.77,12.4,bullish
2018-03-23,Friday,1328.87,1350.33,1328.87,1348.01,19.13,21.46,bullish
2018-03-22,Thursday,1332.23,1335.04,1324.81,1328.87,-3.36,10.23,bearish
2018-03-21,Wednesday,1311.21,1336.81,1309.87,1332.23,21.02,26.94,bullish
2018-03-20,Tuesday,1317.09,1318.38,1307.21,1311.21,-5.88,11.17,bearish
2018-03-19,Monday,1314.44,1319.73,1307.77,1317.09,2.65,11.96,bullish
2018-03-16,Friday,1316.3,1321.77,1309.69,1314.44,-1.87,12.08,bearish
2018-03-15,Thursday,1325.07,1328.01,1315.05,1316.3,-8.77,12.97,bearish
2018-03-14,Wednesday,1326.43,1330.16,1321.52,1325.07,-1.36,8.64,bearish
2018-03-13,Tuesday,1322.93,1328.42,1313.68,1326.43,3.5,14.74,bullish
2018-03-12,Monday,1323.53,1324.41,1315.11,1322.93,-0.6,9.3,bearish
2018-03-09,Friday,1321.92,1325.26,1312.86,1323.53,1.61,12.4,bullish
2018-03-08,Thursday,1325.63,1329.15,1319.05,1321.92,-3.7,10.1,bearish
2018-03-07,Wednesday,1334.72,1340.6,1322.27,1325.63,-9.09,18.33,bearish
2018-03-06,Tuesday,1320.2,1338.47,1320.02,1334.72,14.52,18.45,bullish
2018-03-05,Monday,1322.06,1327.87,1317.61,1320.2,-1.86,10.26,bearish
2018-03-02,Friday,1316.98,1325.58,1315.27,1322.06,5.08,10.31,bullish
2018-03-01,Thursday,1318.38,1321.25,1302.83,1316.98,-1.4,18.42,bearish
2018-02-28,Wednesday,1318.63,1322.64,1315.73,1318.38,-0.25,6.91,bearish
2018-02-27,Tuesday,1333.17,1336.84,1313.45,1318.63,-14.54,23.38,bearish
2018-02-26,Monday,1329.62,1341.07,1326.73,1333.17,3.55,14.34,bullish
2018-02-23,Friday,1331.82,1332.34,1325.88,1329.62,-2.2,6.46,bearish
2018-02-22,Thursday,1324.57,1332.07,1321.03,1331.82,7.25,11.04,bullish
2018-02-21,Wednesday,1329.66,1336.35,1322.44,1324.57,-5.09,13.91,bearish
2018-02-20,Tuesday,1346.65,1348.41,1328.58,1329.66,-16.99,19.83,bearish
2018-02-19,Monday,1347.53,1351.46,1345.82,1346.65,-0.88,5.64,bearish
2018-02-16,Friday,1352.56,1361.8,1344.9,1347.53,-5.03,16.9,bearish
2018-02-15,Thursday,1350.66,1357.19,1348.61,1352.56,1.9,8.58,bullish
2018-02-14,Wednesday,1329.36,1355.52,1318,1350.66,21.3,37.52,bullish
2018-02-13,Tuesday,1322.74,1331.03,1321.67,1329.36,6.62,9.36,bullish
2018-02-12,Monday,1316.47,1326.7,1314.29,1322.74,6.27,12.4,bullish
2018-02-09,Friday,1318.78,1322.84,1311.21,1316.47,-2.31,11.63,bearish
2018-02-08,Thursday,1318.48,1322.33,1307.08,1318.78,0.31,15.25,bullish
2018-02-07,Wednesday,1324.29,1332.36,1311.38,1318.48,-5.82,20.99,bearish
2018-02-06,Tuesday,1339.67,1346.19,1320.26,1324.29,-15.37,25.93,bearish
2018-02-05,Monday,1333.08,1341.78,1329.06,1339.67,6.59,12.73,bullish
2018-02-02,Friday,1349.77,1350.18,1327.47,1333.08,-16.69,22.71,bearish
2018-02-01,Thursday,1345.06,1351.06,1337.33,1349.77,4.71,13.73,bullish
2018-01-31,Wednesday,1338.55,1347.53,1332.9,1345.06,6.51,14.63,bullish
2018-01-30,Tuesday,1340.39,1349.07,1334.5,1338.55,-1.84,14.57,bearish
2018-01-29,Monday,1349.77,1352.51,1337.64,1340.39,-9.38,14.87,bearish
2018-01-26,Friday,1348.25,1357.23,1344.67,1349.77,1.52,12.57,bullish
2018-01-25,Thursday,1358.54,1366.11,1342.44,1348.25,-10.29,23.67,bearish
2018-01-24,Wednesday,1341.26,1362.24,1339.58,1358.54,17.28,22.66,bullish
2018-01-23,Tuesday,1333.93,1341.85,1331.47,1341.26,7.33,10.38,bullish
2018-01-22,Monday,1331.68,1335.78,1328.5,1333.93,2.26,7.28,bullish
2018-01-19,Friday,1326.88,1338.16,1326.34,1331.68,4.8,11.83,bullish
2018-01-18,Thursday,1327.37,1333.2,1324.3,1326.88,-0.49,8.9,bearish
2018-01-17,Wednesday,1338.56,1344.08,1326.39,1327.37,-11.2,17.69,bearish
2018-01-16,Tuesday,1340.79,1342.44,1331.91,1338.56,-2.23,10.53,bearish
2018-01-15,Monday,1338.43,1344.87,1336,1340.79,2.37,8.87,bullish
2018-01-12,Friday,1322.52,1339.43,1321.5,1338.43,15.9,17.93,bullish
2018-01-11,Thursday,1316.77,1324.1,1315.82,1322.52,5.75,8.28,bullish
2018-01-10,Wednesday,1312.86,1327.87,1308.32,1316.77,3.91,19.56,bullish
2018-01-09,Tuesday,1320.34,1320.55,1308.87,1312.86,-7.48,11.68,bearish
2018-01-08,Monday,1319.86,1322.18,1314.75,1320.34,0.48,7.43,bullish
2018-01-05,Friday,1322.73,1323.51,1313.68,1319.86,-2.87,9.83,bearish
2018-01-04,Thursday,1313.14,1326.06,1305.94,1322.73,9.6,20.13,bullish
2018-01-03,Wednesday,1317.63,1321.59,1307.34,1313.14,-4.49,14.25,bearish
2018-01-02,Tuesday,1303.25,1318.95,1302.9,1317.63,14.38,16.05,bullish
2017-12-29,Friday,1294.81,1307.68,1293.94,1303.25,8.44,13.73,bullish
2017-12-28,Thursday,1287.21,1295.27,1287.06,1294.81,7.6,8.21,bullish
2017-12-27,Wednesday,1282.77,1289.03,1281.35,1287.21,4.44,7.68,bullish
2017-12-26,Tuesday,1274.76,1283.84,1273.41,1282.77,8.01,10.44,bullish
2017-12-22,Friday,1266.77,1276.2,1265.08,1274.76,7.98,11.12,bullish
2017-12-21,Thursday,1265.54,1268.97,1262.89,1266.77,1.23,6.08,bullish
2017-12-20,Wednesday,1261.6,1268,1261.43,1265.54,3.94,6.58,bullish
2017-12-19,Tuesday,1262.13,1265.39,1259.24,1261.6,-0.53,6.15,bearish
2017-12-18,Monday,1255.16,1264.08,1252.87,1262.13,6.98,11.21,bullish
2017-12-15,Friday,1252.72,1261.96,1252.63,1255.16,2.44,9.33,bullish
2017-12-14,Thursday,1255.62,1259.17,1250.54,1252.72,-2.9,8.63,bearish
2017-12-13,Wednesday,1244.51,1257.19,1240.3,1255.62,11.12,16.89,bullish
2017-12-12,Tuesday,1242.2,1246.27,1236.53,1244.51,2.31,9.75,bullish
2017-12-11,Monday,1248.3,1251.54,1240.8,1242.2,-6.1,10.74,bearish
2017-12-08,Friday,1247.17,1252.42,1244.01,1248.3,1.13,8.41,bullish
2017-12-07,Thursday,1263.58,1264.63,1243.96,1247.17,-16.41,20.67,bearish
2017-12-06,Wednesday,1266.11,1269.35,1262.66,1263.58,-2.53,6.69,bearish
2017-12-05,Tuesday,1276.08,1277.2,1260.98,1266.11,-9.96,16.22,bearish
2017-12-04,Monday,1280.64,1280.64,1271.2,1276.08,-4.56,9.43,bearish
2017-12-01,Friday,1275.03,1289.3,1271.82,1280.64,5.61,17.48,bullish
2017-11-30,Thursday,1283.65,1285.38,1270.37,1275.03,-8.62,15.01,bearish
2017-11-29,Wednesday,1293.58,1296.76,1282.09,1283.65,-9.93,14.67,bearish
2017-11-28,Tuesday,1294.38,1297.57,1290.71,1293.58,-0.8,6.86,bearish
2017-11-27,Monday,1288.46,1299.33,1286.79,1294.38,5.92,12.54,bullish
2017-11-24,Friday,1291.2,1293.34,1285.81,1288.46,-2.75,7.53,bearish
2017-11-23,Thursday,1292.21,1293.71,1287.13,1291.2,-1.01,6.58,bearish
2017-11-22,Wednesday,1280.46,1294.7,1279.12,1292.21,11.75,15.58,bullish
2017-11-21,Tuesday,1276.92,1284.83,1276.27,1280.46,3.54,8.56,bullish
2017-11-20,Monday,1294.34,1294.96,1274.52,1276.92,-17.42,20.44,bearish
2017-11-17,Friday,1278.75,1296.98,1278.31,1294.34,15.59,18.68,bullish
2017-11-16,Thursday,1278.16,1281.88,1275.18,1278.75,0.59,6.71,bullish
2017-11-15,Wednesday,1280.07,1289.61,1276.71,1278.16,-1.91,12.9,bearish
2017-11-14,Tuesday,1278.41,1283.64,1270.12,1280.07,1.66,13.52,bullish
2017-11-13,Monday,1275.41,1279.9,1274.41,1278.41,3,5.49,bullish
2017-11-10,Friday,1285.14,1287.19,1273.51,1275.41,-9.73,13.68,bearish
2017-11-09,Thursday,1281.54,1288.74,1280.06,1285.14,3.6,8.69,bullish
2017-11-08,Wednesday,1275.2,1287.26,1275.2,1281.54,6.34,12.06,bullish
2017-11-07,Tuesday,1281.87,1282.08,1271.97,1275.2,-6.67,10.1,bearish
2017-11-06,Monday,1269.99,1283.08,1266.17,1281.87,11.88,16.91,bullish
2017-11-03,Friday,1275.9,1280.59,1265.53,1269.99,-5.91,15.06,bearish
2017-11-02,Thursday,1274.65,1284.27,1273.32,1275.9,1.25,10.95,bullish
2017-11-01,Wednesday,1271.21,1280.92,1267.99,1274.65,3.44,12.93,bullish
2017-10-31,Tuesday,1276.41,1278.24,1267.84,1271.21,-5.19,10.4,bearish
2017-10-30,Monday,1274.13,1278.89,1269,1276.41,2.28,9.89,bullish
2017-10-27,Friday,1267.17,1274.71,1263.58,1274.13,6.96,11.13,bullish
2017-10-26,Thursday,1277.52,1282.59,1265.93,1267.17,-10.36,16.66,bearish
2017-10-25,Wednesday,1276.77,1280.1,1271.09,1277.52,0.76,9.01,bullish
2017-10-24,Tuesday,1282.03,1283.77,1273.7,1276.77,-5.26,10.07,bearish
2017-10-23,Monday,1280.37,1283.34,1272.55,1282.03,1.66,10.79,bullish
2017-10-20,Friday,1289.8,1291.22,1278.02,1280.37,-9.43,13.2,bearish
2017-10-19,Thursday,1281.11,1291.08,1276.73,1289.8,8.69,14.35,bullish
2017-10-18,Wednesday,1285.13,1288.89,1276.99,1281.11,-4.02,11.9,bearish
2017-10-17,Tuesday,1295.07,1296.38,1281.41,1285.13,-9.94,14.96,bearish
2017-10-16,Monday,1303.8,1306.14,1290.58,1295.07,-8.72,15.56,bearish
2017-10-13,Friday,1293.54,1304.3,1291.08,1303.8,10.26,13.21,bullish
2017-10-12,Thursday,1291.82,1297.57,1289.71,1293.54,1.72,7.86,bullish
2017-10-11,Wednesday,1287.78,1293.69,1284.64,1291.82,4.03,9.04,bullish
2017-10-10,Tuesday,1283.97,1294.31,1282.21,1287.78,3.81,12.1,bullish
2017-10-09,Monday,1276.37,1285.59,1275.33,1283.97,7.6,10.26,bullish
2017-10-06,Friday,1268.27,1276.97,1260.67,1276.37,8.1,16.3,bullish
